product_name,image_link,rating,price,number_of_ratings,product_link,price_before_discount,brand,operating_system,RAM,CPU,storage,screen_size,cellular_technology,model_name,cpu_model,available_colors
"SAMSUNG Galaxy S23 Ultra Series AI Phone, Unlocked Android Smartphone, 256GB Storage, 8GB RAM, 200MP Camera, Night Mode, Long Battery Life, S Pen, US Version, 2023, Phantom Black",https://m.media-amazon.com/images/I/71Sa3dqTqzL._AC_UL320_.jpg,4.6 out of 5 stars,"1,101.23","6,959",/SAMSUNG-Factory-Unlocked-Android-Smartphone/dp/B0BLP45GY8/ref=sr_1_747?dib=eyJ2IjoiMSJ9.K8GpmxqP9V2akGGCpQYKWfL5VuvM32o-KDeQEzQrPOeUOm5R8Je2jhnak7ikBRnhOTXvH6-xqsYEkJ1WbC-vDfMTaVNtz9HKtVAmMINb2fThIfEVm_xg2ZxW80y2vioVOdMUxJt_gVEdV1zet3Es_sCzlj_kXl4qixEvro4DLGoBYp2JkBmmSeNGT35PVAVrjPSD3L8egTvF2Oy57e5KchEvoXOdYVLHUwX0ZcCgyyQLRMgP5w7TtwvR4FxNKslvl3kNiZgQT2wwJOSHcKzFE01FmpR9kQ07hrKxDIKtm6Y.oyCvbEtDn-zgOd9ozF_LuyWunBMBm5r54nJolHeNRhU&dib_tag=se&qid=1725966025&s=wireless&sr=1-747,"$1,199.99",SAMSUNG,Android 13.0,8 Gigabytes Per Second,3.36 GHz,256 GB,6.8 Inches,5G,Galaxy S23 Ultra,,"Cream, Green, Lavender, Phantom Black"
Honor Magic5 Lite Dual-SIM 256GB ROM + 8GB RAM (Only GSM | No CDMA) Factory Unlocked 5G Smartphone - (Silver),https://m.media-amazon.com/images/I/71PhD-hoWTL._AC_UL320_.jpg,4.3 out of 5 stars,274.00,70,/Honor-Magic5-Lite-Dual-SIM-Smartphone/dp/B0CCGV964L/ref=sr_1_748?dib=eyJ2IjoiMSJ9.K8GpmxqP9V2akGGCpQYKWfL5VuvM32o-KDeQEzQrPOeUOm5R8Je2jhnak7ikBRnhOTXvH6-xqsYEkJ1WbC-vDfMTaVNtz9HKtVAmMINb2fThIfEVm_xg2ZxW80y2vioVOdMUxJt_gVEdV1zet3Es_sCzlj_kXl4qixEvro4DLGoBYp2JkBmmSeNGT35PVAVrjPSD3L8egTvF2Oy57e5KchEvoXOdYVLHUwX0ZcCgyyQLRMgP5w7TtwvR4FxNKslvl3kNiZgQT2wwJOSHcKzFE01FmpR9kQ07hrKxDIKtm6Y.oyCvbEtDn-zgOd9ozF_LuyWunBMBm5r54nJolHeNRhU&dib_tag=se&qid=1725966025&s=wireless&sr=1-748,,Honor,Android 12.0,8 GB,2.2 GHz,256 GB,6.67 Inches,,Honor Magic5 Lite,Core i5,"Green, Silver"
Google - Pixel 3a XL with 64GB Memory Cell Phone (Unlocked) - Just Black (Renewed),https://m.media-amazon.com/images/I/81T+jOE+9OL._AC_UL320_.jpg,4.1 out of 5 stars,104.00,564,/Google-Pixel-Memory-Unlocked-Renewed/dp/B07TTJTDQ9/ref=sr_1_749?dib=eyJ2IjoiMSJ9.K8GpmxqP9V2akGGCpQYKWfL5VuvM32o-KDeQEzQrPOeUOm5R8Je2jhnak7ikBRnhOTXvH6-xqsYEkJ1WbC-vDfMTaVNtz9HKtVAmMINb2fThIfEVm_xg2ZxW80y2vioVOdMUxJt_gVEdV1zet3Es_sCzlj_kXl4qixEvro4DLGoBYp2JkBmmSeNGT35PVAVrjPSD3L8egTvF2Oy57e5KchEvoXOdYVLHUwX0ZcCgyyQLRMgP5w7TtwvR4FxNKslvl3kNiZgQT2wwJOSHcKzFE01FmpR9kQ07hrKxDIKtm6Y.oyCvbEtDn-zgOd9ozF_LuyWunBMBm5r54nJolHeNRhU&dib_tag=se&qid=1725966025&s=wireless&sr=1-749,$149.99,Google,"Chrome OS, Android",,2.2 GHz,64 GB,6 Inches,4G,Pixel 3a XL,,
SAMSUNG Galaxy S23+ Plus 5G Factory Unlocked 512GB - Phantom Black (Renewed),https://m.media-amazon.com/images/I/51yz4TrDNdL._AC_UL320_.jpg,3.8 out of 5 stars,000,13,/SAMSUNG-Galaxy-Factory-Unlocked-512GB/dp/B0C7D32QD5/ref=sr_1_750?dib=eyJ2IjoiMSJ9.K8GpmxqP9V2akGGCpQYKWfL5VuvM32o-KDeQEzQrPOeUOm5R8Je2jhnak7ikBRnhOTXvH6-xqsYEkJ1WbC-vDfMTaVNtz9HKtVAmMINb2fThIfEVm_xg2ZxW80y2vioVOdMUxJt_gVEdV1zet3Es_sCzlj_kXl4qixEvro4DLGoBYp2JkBmmSeNGT35PVAVrjPSD3L8egTvF2Oy57e5KchEvoXOdYVLHUwX0ZcCgyyQLRMgP5w7TtwvR4FxNKslvl3kNiZgQT2wwJOSHcKzFE01FmpR9kQ07hrKxDIKtm6Y.oyCvbEtDn-zgOd9ozF_LuyWunBMBm5r54nJolHeNRhU&dib_tag=se&qid=1725966025&s=wireless&sr=1-750,,SAMSUNG,Android,8 GB,3.2 GHz,,6.6 Inches,"2G, 3G, 4G, 5G",Galaxy S23,,
"Rugged Phone, 1.8 Inch Big Buttons Unlocked Senior Cell Phone with Strong Flashlight Dual SIM Dual Standby Waterproof Phone 32MB +32MB 5800mAh Battery, Big Speaker (Army Green)",https://m.media-amazon.com/images/I/61Nj38EuFmL._AC_UL320_.jpg,,20.43,,/Buttons-Unlocked-Flashlight-Standby-Waterproof/dp/B0BTM8877F/ref=sr_1_748?dib=eyJ2IjoiMSJ9._2y28ArZkm_SuZh_2rhj5Hd07u3L7ha_-qRZGCGLA2XzO7oxx2sq42h2Vsbf9WBecNrPCD2aEOxObp8riHNMvQ97G75OUpB6hZmANJ-JKixGO8fJIjPrkN5uqPtz30SuewNtHTSM-XC5fxjNo_-bPoQfDfqYQaieJgnvl5z3eKRu_9d3J6M4MQpOVQq1zL91kgJrE9LP21S3XngtX-eJ-vLnvCoyDsnle9WB6TUiNlwIKe9t4WHHvUgapGfS2lkhtugmJjFo82Um1x0SotKGNuJ2rmi-wik4maTrl8uMO94.V7tLOrCX2tb9V-PWOx6k_a8dC1tauxSVKt8fUHSDcbA&dib_tag=se&qid=1725966530&s=wireless&sr=1-748,,Asixxsix,,,,32 MB,1.8 Inches,2G,,,
Motorola Moto G Stylus 5G/ 128GB Stainless Steel Blue W/ 50MP Camera- Verizon (Renewed),https://m.media-amazon.com/images/I/418W5jYHfoL._AC_UL320_.jpg,3.5 out of 5 stars,108.60,20,/Motorola-Stainless-Camera-Verizon-Renewed/dp/B0CHLFVL28/ref=sr_1_749?dib=eyJ2IjoiMSJ9._2y28ArZkm_SuZh_2rhj5Hd07u3L7ha_-qRZGCGLA2XzO7oxx2sq42h2Vsbf9WBecNrPCD2aEOxObp8riHNMvQ97G75OUpB6hZmANJ-JKixGO8fJIjPrkN5uqPtz30SuewNtHTSM-XC5fxjNo_-bPoQfDfqYQaieJgnvl5z3eKRu_9d3J6M4MQpOVQq1zL91kgJrE9LP21S3XngtX-eJ-vLnvCoyDsnle9WB6TUiNlwIKe9t4WHHvUgapGfS2lkhtugmJjFo82Um1x0SotKGNuJ2rmi-wik4maTrl8uMO94.V7tLOrCX2tb9V-PWOx6k_a8dC1tauxSVKt8fUHSDcbA&dib_tag=se&qid=1725966530&s=wireless&sr=1-749,,Motorola,Android,,,128 GB,6.8 Inches,5G,Moto G 5G Stylus,,
"Xiaomi Redmi Note 13 4G LTE (128GB + 6GB) 6.67"" 108MP Triple (Tmobile Mint Tello & Global) Global Bands Unlocked + (Fast Car Dual Charger Bundle) (Midnight Black Global Version)",https://m.media-amazon.com/images/I/511ZbcUbopL._AC_UL320_.jpg,3.8 out of 5 stars,146.98,39,/Xiaomi-Tmobile-Unlocked-Charger-Midnight/dp/B0CSDY3XV4/ref=sr_1_750?dib=eyJ2IjoiMSJ9._2y28ArZkm_SuZh_2rhj5Hd07u3L7ha_-qRZGCGLA2XzO7oxx2sq42h2Vsbf9WBecNrPCD2aEOxObp8riHNMvQ97G75OUpB6hZmANJ-JKixGO8fJIjPrkN5uqPtz30SuewNtHTSM-XC5fxjNo_-bPoQfDfqYQaieJgnvl5z3eKRu_9d3J6M4MQpOVQq1zL91kgJrE9LP21S3XngtX-eJ-vLnvCoyDsnle9WB6TUiNlwIKe9t4WHHvUgapGfS2lkhtugmJjFo82Um1x0SotKGNuJ2rmi-wik4maTrl8uMO94.V7tLOrCX2tb9V-PWOx6k_a8dC1tauxSVKt8fUHSDcbA&dib_tag=se&qid=1725966530&s=wireless&sr=1-750,$156.50,Xiaomi,MIUI 14,6 GB,2 GHz,6 GB,6.67 Inches,,Note 13 4G,MediaTek Helio,
"SAMSUNG Galaxy A15 5G Dual SIM (128GB, 2024) 6.5"" 90Hz AMOLED, 50MP Camera (Fully Unlocked International Model for AT&T, T-Mobile, Verizon, Global 4G) A156M/DSN (w/ 25W Super Fast Charger, Yellow)",https://m.media-amazon.com/images/I/51tgsXtoUkL._AC_UL320_.jpg,4.3 out of 5 stars,155.13,17,/SAMSUNG-A15-5G-Unlocked-International/dp/B0CWMW1Y2M/ref=sr_1_751?dib=eyJ2IjoiMSJ9._2y28ArZkm_SuZh_2rhj5Hd07u3L7ha_-qRZGCGLA2XzO7oxx2sq42h2Vsbf9WBecNrPCD2aEOxObp8riHNMvQ97G75OUpB6hZmANJ-JKixGO8fJIjPrkN5uqPtz30SuewNtHTSM-XC5fxjNo_-bPoQfDfqYQaieJgnvl5z3eKRu_9d3J6M4MQpOVQq1zL91kgJrE9LP21S3XngtX-eJ-vLnvCoyDsnle9WB6TUiNlwIKe9t4WHHvUgapGfS2lkhtugmJjFo82Um1x0SotKGNuJ2rmi-wik4maTrl8uMO94.V7tLOrCX2tb9V-PWOx6k_a8dC1tauxSVKt8fUHSDcbA&dib_tag=se&qid=1725966530&s=wireless&sr=1-751,,SAMSUNG,,,,,6.5 Inches,,Samsung Galaxy A15 5G,,Lemon Yellow
"C24 5G Unlocked Cell Phone,8GB+256GB Smartphone,Android 14 Phone, 7.0"" HD Display,6800mAh Battery, 108MP+48MP Camera,Support Dual SIM/Fingerprint Lock/Face ID 5G Phone-Grey",https://m.media-amazon.com/images/I/71ri6mIbAmL._AC_UL320_.jpg,5.0 out of 5 stars,199.99,6,/FNCOCO-Unlocked-Smartphone-Fingerprint-Phone-Grey/dp/B0DB1CRTZB/ref=sr_1_752?dib=eyJ2IjoiMSJ9._2y28ArZkm_SuZh_2rhj5Hd07u3L7ha_-qRZGCGLA2XzO7oxx2sq42h2Vsbf9WBecNrPCD2aEOxObp8riHNMvQ97G75OUpB6hZmANJ-JKixGO8fJIjPrkN5uqPtz30SuewNtHTSM-XC5fxjNo_-bPoQfDfqYQaieJgnvl5z3eKRu_9d3J6M4MQpOVQq1zL91kgJrE9LP21S3XngtX-eJ-vLnvCoyDsnle9WB6TUiNlwIKe9t4WHHvUgapGfS2lkhtugmJjFo82Um1x0SotKGNuJ2rmi-wik4maTrl8uMO94.V7tLOrCX2tb9V-PWOx6k_a8dC1tauxSVKt8fUHSDcbA&dib_tag=se&qid=1725966530&s=wireless&sr=1-752,,FNCOCO,Android 14,8 GB,,256 GB,7 Inches,5G,C24,,"Black, Dark Blue, Gold, Green, Grey, Purple, White"
"Cheap Mobile Phone, 5.0"" IPS Display, Android 9.0, Dual SIM, Dual Cameras, 1GB RAM+16GB ROM (Expandable to 128GB), Support: WiFi, Bluetooth, GPS 3G Smartphone (i14Pro-Black)",https://m.media-amazon.com/images/I/61WKSseyOjL._AC_UL320_.jpg,3.0 out of 5 stars,52.99,63,/PrzSay-Display-Android-Cameras-Expandable/dp/B0C495WCZ9/ref=sr_1_753?dib=eyJ2IjoiMSJ9._2y28ArZkm_SuZh_2rhj5Hd07u3L7ha_-qRZGCGLA2XzO7oxx2sq42h2Vsbf9WBecNrPCD2aEOxObp8riHNMvQ97G75OUpB6hZmANJ-JKixGO8fJIjPrkN5uqPtz30SuewNtHTSM-XC5fxjNo_-bPoQfDfqYQaieJgnvl5z3eKRu_9d3J6M4MQpOVQq1zL91kgJrE9LP21S3XngtX-eJ-vLnvCoyDsnle9WB6TUiNlwIKe9t4WHHvUgapGfS2lkhtugmJjFo82Um1x0SotKGNuJ2rmi-wik4maTrl8uMO94.V7tLOrCX2tb9V-PWOx6k_a8dC1tauxSVKt8fUHSDcbA&dib_tag=se&qid=1725966530&s=wireless&sr=1-753,,PrzSay,Android 9.0,,,128 GB,5 Inches,3G,PrzSay i14Pro,,"i14Pro-Black, i14Pro-Blue, i14Pro-Golden, i14Pro-Green, i14Pro-Purple"
"Ulefone Armor 24 Rugged Phone Unlocked, 22000mAh Big Battery 66W, 24GB+256GB Android 13 Waterproof Smartphone, 6.78"" FHD+, 64MP IR Night Vision Camera,1000LM LED Light, 4G LTE NFC GPS OTG FM",https://m.media-amazon.com/images/I/71D9dupGozL._AC_UL320_.jpg,4.1 out of 5 stars,369.99,136,/Ulefone-Armor-24-Smartphone-Unlocked/dp/B0CL4VX9CZ/ref=sr_1_754?dib=eyJ2IjoiMSJ9._2y28ArZkm_SuZh_2rhj5Hd07u3L7ha_-qRZGCGLA2XzO7oxx2sq42h2Vsbf9WBecNrPCD2aEOxObp8riHNMvQ97G75OUpB6hZmANJ-JKixGO8fJIjPrkN5uqPtz30SuewNtHTSM-XC5fxjNo_-bPoQfDfqYQaieJgnvl5z3eKRu_9d3J6M4MQpOVQq1zL91kgJrE9LP21S3XngtX-eJ-vLnvCoyDsnle9WB6TUiNlwIKe9t4WHHvUgapGfS2lkhtugmJjFo82Um1x0SotKGNuJ2rmi-wik4maTrl8uMO94.V7tLOrCX2tb9V-PWOx6k_a8dC1tauxSVKt8fUHSDcbA&dib_tag=se&qid=1725966530&s=wireless&sr=1-754,,Ulefone,Android 13.0,24 GB,,256 GB,6.78 Inches,4G,Ulefone Armor 24,,
"REVVL 6X 5G 128GB 5G Smartphone 6.52"" LCD - (Light Gray) T-Mobile Locked (Renewed)",https://m.media-amazon.com/images/I/51sxJ90M3yL._AC_UL320_.jpg,5.0 out of 5 stars,82.00,1,/REVVL-128GB-Smartphone-6-52-LCD/dp/B0D5MNNC62/ref=sr_1_755?dib=eyJ2IjoiMSJ9._2y28ArZkm_SuZh_2rhj5Hd07u3L7ha_-qRZGCGLA2XzO7oxx2sq42h2Vsbf9WBecNrPCD2aEOxObp8riHNMvQ97G75OUpB6hZmANJ-JKixGO8fJIjPrkN5uqPtz30SuewNtHTSM-XC5fxjNo_-bPoQfDfqYQaieJgnvl5z3eKRu_9d3J6M4MQpOVQq1zL91kgJrE9LP21S3XngtX-eJ-vLnvCoyDsnle9WB6TUiNlwIKe9t4WHHvUgapGfS2lkhtugmJjFo82Um1x0SotKGNuJ2rmi-wik4maTrl8uMO94.V7tLOrCX2tb9V-PWOx6k_a8dC1tauxSVKt8fUHSDcbA&dib_tag=se&qid=1725966530&s=wireless&sr=1-755,$99.00,T-Mobile,Android,,,128 GB,6.82 Inches,,T-Mobile REVVL 6x 5G,,
"Samsung Galaxy S23 Ultra 5G SM-S918B/DS 256GB 12GB RAM, 200 MP Camera, Factory Unlocked, International Model (256GB 12GB, Cream)",https://m.media-amazon.com/images/I/71JnINnJe6L._AC_UL320_.jpg,4.4 out of 5 stars,809.50,219,/SAMSUNG-SM-S918B-Unlocked-Wireless-Included/dp/B0BSLD9D79/ref=sr_1_756?dib=eyJ2IjoiMSJ9._2y28ArZkm_SuZh_2rhj5Hd07u3L7ha_-qRZGCGLA2XzO7oxx2sq42h2Vsbf9WBecNrPCD2aEOxObp8riHNMvQ97G75OUpB6hZmANJ-JKixGO8fJIjPrkN5uqPtz30SuewNtHTSM-XC5fxjNo_-bPoQfDfqYQaieJgnvl5z3eKRu_9d3J6M4MQpOVQq1zL91kgJrE9LP21S3XngtX-eJ-vLnvCoyDsnle9WB6TUiNlwIKe9t4WHHvUgapGfS2lkhtugmJjFo82Um1x0SotKGNuJ2rmi-wik4maTrl8uMO94.V7tLOrCX2tb9V-PWOx6k_a8dC1tauxSVKt8fUHSDcbA&dib_tag=se&qid=1725966530&s=wireless&sr=1-756,,SAMSUNG,,,,256 GB,6.8 Inches,"2G, 3G, 4G, 5G",Galaxy S23 Ultra 5G,,"Cream, Lavender, black"
"Google Pixel 5a 5G, US Version, 128GB, Mostly Black - Unlocked (Renewed)",https://m.media-amazon.com/images/I/51E7J1JKKXL._AC_UL320_.jpg,3.6 out of 5 stars,159.99,371,/Google-Pixel-6-Inches-Display-SmartPhone/dp/B0B2F4LMS2/ref=sr_1_757?dib=eyJ2IjoiMSJ9._2y28ArZkm_SuZh_2rhj5Hd07u3L7ha_-qRZGCGLA2XzO7oxx2sq42h2Vsbf9WBecNrPCD2aEOxObp8riHNMvQ97G75OUpB6hZmANJ-JKixGO8fJIjPrkN5uqPtz30SuewNtHTSM-XC5fxjNo_-bPoQfDfqYQaieJgnvl5z3eKRu_9d3J6M4MQpOVQq1zL91kgJrE9LP21S3XngtX-eJ-vLnvCoyDsnle9WB6TUiNlwIKe9t4WHHvUgapGfS2lkhtugmJjFo82Um1x0SotKGNuJ2rmi-wik4maTrl8uMO94.V7tLOrCX2tb9V-PWOx6k_a8dC1tauxSVKt8fUHSDcbA&dib_tag=se&qid=1725966530&s=wireless&sr=1-757,$329.99,Google,Android,6 GB,2 GHz,128 GB,6 Inches,5G,Pixel 5a 5G,,128GB
"SAMSUNG Galaxy A15 5G AT&T -128GB - 6.5"" 90Hz AMOLED, 50MP Camera/Blue Black (Renewed)",https://m.media-amazon.com/images/I/51DE5TgJXIL._AC_UL320_.jpg,,127.96,,/SAMSUNG-Galaxy-A15-5G-128GB/dp/B0DB3GLGCN/ref=sr_1_758?dib=eyJ2IjoiMSJ9._2y28ArZkm_SuZh_2rhj5Hd07u3L7ha_-qRZGCGLA2XzO7oxx2sq42h2Vsbf9WBecNrPCD2aEOxObp8riHNMvQ97G75OUpB6hZmANJ-JKixGO8fJIjPrkN5uqPtz30SuewNtHTSM-XC5fxjNo_-bPoQfDfqYQaieJgnvl5z3eKRu_9d3J6M4MQpOVQq1zL91kgJrE9LP21S3XngtX-eJ-vLnvCoyDsnle9WB6TUiNlwIKe9t4WHHvUgapGfS2lkhtugmJjFo82Um1x0SotKGNuJ2rmi-wik4maTrl8uMO94.V7tLOrCX2tb9V-PWOx6k_a8dC1tauxSVKt8fUHSDcbA&dib_tag=se&qid=1725966530&s=wireless&sr=1-758,,SAMSUNG,Android,,,128 GB,6.5 Inches,5G,A15,,
"DOOGEE S Punk Rugged Smartphone Android 14,16GB+256GB/1TB Rugged Phone with 126dB Super Speaker,10800mAh,6.58"" FHD+ Display, 50MP+16MP, IP68/IP69K Waterproof 4G Dual SIM Phones, NFC/OTG/Face ID",https://m.media-amazon.com/images/I/81BAsv3QwAL._AC_UL320_.jpg,4.6 out of 5 stars,209.99,13,/DOOGEE-Smartphone-Android-10800mAh-Waterproof/dp/B0D66W6HYH/ref=sr_1_759?dib=eyJ2IjoiMSJ9._2y28ArZkm_SuZh_2rhj5Hd07u3L7ha_-qRZGCGLA2XzO7oxx2sq42h2Vsbf9WBecNrPCD2aEOxObp8riHNMvQ97G75OUpB6hZmANJ-JKixGO8fJIjPrkN5uqPtz30SuewNtHTSM-XC5fxjNo_-bPoQfDfqYQaieJgnvl5z3eKRu_9d3J6M4MQpOVQq1zL91kgJrE9LP21S3XngtX-eJ-vLnvCoyDsnle9WB6TUiNlwIKe9t4WHHvUgapGfS2lkhtugmJjFo82Um1x0SotKGNuJ2rmi-wik4maTrl8uMO94.V7tLOrCX2tb9V-PWOx6k_a8dC1tauxSVKt8fUHSDcbA&dib_tag=se&qid=1725966530&s=wireless&sr=1-759,$299.99,DOOGEE,Android 14,16 GB,1.6 GHz,256 GB,6.58 Inches,,SPUNK-Q1,Core 2 Duo 1.6GHz,"BLACK, GREEN"
"OUKITEL WP33 PRO (2024) 5G Rugged Smartphone - 22000mAh/33W Fast Charging Rugged Phone Unlocked 24GB+256GB Waterproof Phone 136dB Loud Speaker, 64MP+32MP Camera Night Vision, OTG, Indestructible Phone",https://m.media-amazon.com/images/I/81TB4tRf9sL._AC_UL320_.jpg,4.1 out of 5 stars,399.99,29,/OUKITEL-WP33-Rugged-Smartphone-Indestructible/dp/B0CSYNG2FH/ref=sr_1_763?dib=eyJ2IjoiMSJ9._2y28ArZkm_SuZh_2rhj5Hd07u3L7ha_-qRZGCGLA2XzO7oxx2sq42h2Vsbf9WBecNrPCD2aEOxObp8riHNMvQ97G75OUpB6hZmANJ-JKixGO8fJIjPrkN5uqPtz30SuewNtHTSM-XC5fxjNo_-bPoQfDfqYQaieJgnvl5z3eKRu_9d3J6M4MQpOVQq1zL91kgJrE9LP21S3XngtX-eJ-vLnvCoyDsnle9WB6TUiNlwIKe9t4WHHvUgapGfS2lkhtugmJjFo82Um1x0SotKGNuJ2rmi-wik4maTrl8uMO94.V7tLOrCX2tb9V-PWOx6k_a8dC1tauxSVKt8fUHSDcbA&dib_tag=se&qid=1725966530&s=wireless&sr=1-763,,OUKITEL,Android 13.0,256 GB,,256 GB,6.6 Inches,5G,WP33 Pro,,Black
"SAMSUNG Electronics Galaxy Note 20 5G N981U Android Cell Phone, US Version, 128GB of Storage, Mobile Gaming Smartphone, Long-Lasting Battery, T-Mobile Locked - (Renewed)",https://m.media-amazon.com/images/I/61FHIXy334L._AC_UL320_.jpg,4.4 out of 5 stars,229.99,148,/Electronics-Galaxy-5G-Smartphone-Long-Lasting/dp/B0933PC4MD/ref=sr_1_764?dib=eyJ2IjoiMSJ9._2y28ArZkm_SuZh_2rhj5Hd07u3L7ha_-qRZGCGLA2XzO7oxx2sq42h2Vsbf9WBecNrPCD2aEOxObp8riHNMvQ97G75OUpB6hZmANJ-JKixGO8fJIjPrkN5uqPtz30SuewNtHTSM-XC5fxjNo_-bPoQfDfqYQaieJgnvl5z3eKRu_9d3J6M4MQpOVQq1zL91kgJrE9LP21S3XngtX-eJ-vLnvCoyDsnle9WB6TUiNlwIKe9t4WHHvUgapGfS2lkhtugmJjFo82Um1x0SotKGNuJ2rmi-wik4maTrl8uMO94.V7tLOrCX2tb9V-PWOx6k_a8dC1tauxSVKt8fUHSDcbA&dib_tag=se&qid=1725966530&s=wireless&sr=1-764,,SAMSUNG,Android,8 GB,,128 GB,6.7 Inches,5G,Galaxy Note20 5G,,
"Google Pixel 7a 5G (128GB, 8GB) 6.1"" OLED, 4K Camera, 4G Volte (Fully Unlocked for Global, Verizon, T-Mobile, AT&T) US Model (w/Wireless Charger, Charcoal) (Renewed)",https://m.media-amazon.com/images/I/51HwOZB68NL._AC_UL320_.jpg,4.0 out of 5 stars,265.23,10,/Google-Unlocked-T-Mobile-Wireless-Charcoal/dp/B0CKRTVCBN/ref=sr_1_765?dib=eyJ2IjoiMSJ9._2y28ArZkm_SuZh_2rhj5Hd07u3L7ha_-qRZGCGLA2XzO7oxx2sq42h2Vsbf9WBecNrPCD2aEOxObp8riHNMvQ97G75OUpB6hZmANJ-JKixGO8fJIjPrkN5uqPtz30SuewNtHTSM-XC5fxjNo_-bPoQfDfqYQaieJgnvl5z3eKRu_9d3J6M4MQpOVQq1zL91kgJrE9LP21S3XngtX-eJ-vLnvCoyDsnle9WB6TUiNlwIKe9t4WHHvUgapGfS2lkhtugmJjFo82Um1x0SotKGNuJ2rmi-wik4maTrl8uMO94.V7tLOrCX2tb9V-PWOx6k_a8dC1tauxSVKt8fUHSDcbA&dib_tag=se&qid=1725966530&s=wireless&sr=1-765,$380.24,Google,Android,8 GB,,128 GB,6.1 Inches,2G,Pixel 7a,,
"Xgody A54 2GB+32GB Unlocked Phones, 6.52 Inches Screen, 8MP+15MP Camera Smartphone, Android 10 OS Dual SIM Slots Unlock Cell Phone, 4500mAh Battery, Face Unlock Android Smart Phone (Porcelain)",https://m.media-amazon.com/images/I/61tqx+YYzEL._AC_UL320_.jpg,4.6 out of 5 stars,69.99,3,/Xgody-Unlocked-Smartphone-Android-Porcelain/dp/B0CWKPXR4K/ref=sr_1_766?dib=eyJ2IjoiMSJ9._2y28ArZkm_SuZh_2rhj5Hd07u3L7ha_-qRZGCGLA2XzO7oxx2sq42h2Vsbf9WBecNrPCD2aEOxObp8riHNMvQ97G75OUpB6hZmANJ-JKixGO8fJIjPrkN5uqPtz30SuewNtHTSM-XC5fxjNo_-bPoQfDfqYQaieJgnvl5z3eKRu_9d3J6M4MQpOVQq1zL91kgJrE9LP21S3XngtX-eJ-vLnvCoyDsnle9WB6TUiNlwIKe9t4WHHvUgapGfS2lkhtugmJjFo82Um1x0SotKGNuJ2rmi-wik4maTrl8uMO94.V7tLOrCX2tb9V-PWOx6k_a8dC1tauxSVKt8fUHSDcbA&dib_tag=se&qid=1725966530&s=wireless&sr=1-766,$86.99,Xgody,Android 10.0,2 GB,,32 GB,6.52 Inches,4G,A54,,"Aloe, Porcelain"
"FOSSIBOT F105 Rugged Smartphone Unlocked, 10300mAh Battery Mobile Phones, Android 14 Rugged Phone, 12GB+64GB, 6.75 HD+ Outdoor Cellphone, 20MP+8MP, 4G Dual SIM, IP68 IP69K / Fingerprint/Face Unlock",https://m.media-amazon.com/images/I/81yv1nnePEL._AC_UL320_.jpg,4.4 out of 5 stars,139.99,8,/FOSSIBOT-F105-Smartphone-Cellphone-Fingerprint/dp/B0D73H78Y6/ref=sr_1_767?dib=eyJ2IjoiMSJ9._2y28ArZkm_SuZh_2rhj5Hd07u3L7ha_-qRZGCGLA2XzO7oxx2sq42h2Vsbf9WBecNrPCD2aEOxObp8riHNMvQ97G75OUpB6hZmANJ-JKixGO8fJIjPrkN5uqPtz30SuewNtHTSM-XC5fxjNo_-bPoQfDfqYQaieJgnvl5z3eKRu_9d3J6M4MQpOVQq1zL91kgJrE9LP21S3XngtX-eJ-vLnvCoyDsnle9WB6TUiNlwIKe9t4WHHvUgapGfS2lkhtugmJjFo82Um1x0SotKGNuJ2rmi-wik4maTrl8uMO94.V7tLOrCX2tb9V-PWOx6k_a8dC1tauxSVKt8fUHSDcbA&dib_tag=se&qid=1725966530&s=wireless&sr=1-767,,FOSSIBOT,Android 14,4 GB,3 GHz,64 GB,6.75 Inches,,F105,5X86,"Black, Green"
"Ulefone Unlocked Cell Phones, Note 16 Pro 12GB + 128GB, 8-Core, 6.52"" HD+ Display Unlocked Smartphone, Android 13, 50MP + 8MP, 4400 mAh, Dual 4G LTE, Fingerprint/Face Detection, T-Mobile, Blue",https://m.media-amazon.com/images/I/71fc9YO9F5L._AC_UL320_.jpg,4.0 out of 5 stars,99.99,199,/Ulefone-Unlocked-Smartphone-Fingerprint-Detection/dp/B0C69DNN5C/ref=sr_1_768?dib=eyJ2IjoiMSJ9._2y28ArZkm_SuZh_2rhj5Hd07u3L7ha_-qRZGCGLA2XzO7oxx2sq42h2Vsbf9WBecNrPCD2aEOxObp8riHNMvQ97G75OUpB6hZmANJ-JKixGO8fJIjPrkN5uqPtz30SuewNtHTSM-XC5fxjNo_-bPoQfDfqYQaieJgnvl5z3eKRu_9d3J6M4MQpOVQq1zL91kgJrE9LP21S3XngtX-eJ-vLnvCoyDsnle9WB6TUiNlwIKe9t4WHHvUgapGfS2lkhtugmJjFo82Um1x0SotKGNuJ2rmi-wik4maTrl8uMO94.V7tLOrCX2tb9V-PWOx6k_a8dC1tauxSVKt8fUHSDcbA&dib_tag=se&qid=1725966530&s=wireless&sr=1-768,$104.99,Ulefone,Android 13.0,4 GB,,128 GB,6.52 Inches,4G,Ulefone Note 16 Pro,,"Black, Blue, Purple"
